datetime;consumption_reinforcement;consumption_concentrate;consumption_pellets;consumption_scrap;production_all_reinforcement;production_rus_reinforcement;production_all_concentrate;production_rus_concentrate;production_all_pellets;production_rus_pellets;production_all_coke;production_rus_coke;import_reinforcement;import_concentrate;import_pellets;import_scrap;import_coke;export_reinforcement;export_concentrate;export_pellets;export_coke;export_scrap;reinforcement_price_8 мм;reinforcement_price_10 мм;reinforcement_price_12 мм;reinforcement_price_14-16 мм;reinforcement_price_18-25 мм;exchange_rate_usd;reinforcement_price_8 мм_usd;reinforcement_price_10 мм_usd;reinforcement_price_12 мм_usd;reinforcement_price_14-16 мм_usd;reinforcement_price_18-25 мм_usd;reinforcement_price_lme_M1;reinforcement_price_lme_M6;reinforcement_price_lme_M15;scrap_price_lme_M1;scrap_price_lme_M6;scrap_price_lme_M15;Mean US Dollar Russian Ruble USD/RUB;Mean US Dollar Russian Ruble USD/RUB TOM;Mean Russian Ruble US Dollar RUB/USD;Mean Euro Russian Ruble EUR/RUB;Mean Russian Ruble Euro RUB/EUR;Mean Chinese Yuan Russian Ruble CNY/RUB;Mean Russian Ruble Chinese Yuan RUB/CNY;Mean Russian Ruble Turkish Lira RUB/TRY;Mean Turkish Lira Russian Ruble TRY/RUB;Mean Dow Jones Iron & Steel DJUSST NYSE;Volume Dow Jones Iron & Steel DJUSST NYSE;Mean Dow Jones Coal DJUSCL NYSE;Volume Dow Jones Coal DJUSCL NYSE;Mean NQ U.S. Benchmark Iron & Steel NQUSB1757 Global Indexes;Volume NQ U.S. Benchmark Iron & Steel NQUSB1757 Global Indexes;Mean NASDAQ US Mid Cap Iron and Steel NQUSM1757 Global Indexes;Volume NASDAQ US Mid Cap Iron and Steel NQUSM1757 Global Indexes;Mean NASDAQ US Small Cap Coal NQUSS1771 Global Indexes;Volume NASDAQ US Small Cap Coal NQUSS1771 Global Indexes;Mean NASDAQ US Benchmark Coal NQUSB1771 Global Indexes;Volume NASDAQ US Benchmark Coal NQUSB1771 Global Indexes;Mean Taiwan Steel TSTI Taiwan;Volume Taiwan Steel TSTI Taiwan;Mean FTSE/JSE Coal Mining JCOAL Johannesburg;Volume FTSE/JSE Coal Mining JCOAL Johannesburg;Mean Coal (ICI 4) Indonesian Coal Index Futures IICc1 CME;Volume Coal (ICI 4) Indonesian Coal Index Futures IICc1 CME;Mean ZCE Thermal Coal CZCc1 ZCE;Volume ZCE Thermal Coal CZCc1 ZCE;Mean STEEL HRC FOB CHINA Futures MHCc1 London;Volume STEEL HRC FOB CHINA Futures MHCc1 London;Mean Steel Rebar Futures SRRc1 London;Volume Steel Rebar Futures SRRc1 London;Mean Steel Scrap Futures SSCc1 London;Volume Steel Scrap Futures SSCc1 London;Mean US Midwest Domestic Hot-Rolled Coil Steel Futures HRCc1 CME;Volume US Midwest Domestic Hot-Rolled Coil Steel Futures HRCc1 CME;Mean Metallurgical Coke Futures DCJc1 DCE;Volume Metallurgical Coke Futures DCJc1 DCE;Mean Rotterdam Coal Futures ATWMc1 ICE;Volume Rotterdam Coal Futures ATWMc1 ICE;Mean Coal (API2) CIF ARA (ARGUS-McCloskey) Futures MTFc1 CME;Volume Coal (API2) CIF ARA (ARGUS-McCloskey) Futures MTFc1 CME;Mean Coal (API4) FOB Richards Bay (ARGUS-McCloskey) Futures FMFc1 CME;Volume Coal (API4) FOB Richards Bay (ARGUS-McCloskey) Futures FMFc1 CME;Mean Coal (API 5) fob Newcastle Futures MACc1 CME;Volume Coal (API 5) fob Newcastle Futures MACc1 CME;Mean Coking Coal Futures DJMc1 DCE;Volume Coking Coal Futures DJMc1 DCE;Mean Iron ore fines 62% Fe CFR Futures TIOc1 CME;Volume Iron ore fines 62% Fe CFR Futures TIOc1 CME;WPU101707;WPU101;WPU10170301;WPU101703;WPU101704;PCU3312213312211;WPU101705;PCU3312213312213;WPU101708;PCU331222331222;china_credit_impulse;ChinaHousingPriceYoY;ChinaShanghaiStockExchangeCompositeIndexR;shipment_reinforcement_sum;shipment_scrap_sum;prod_prices_reinf_imp_min;prod_prices_reinf_imp_median;prod_prices_reinf_imp_mean;prod_prices_reinf_imp_max;prod_prices_reinf_inn_min;prod_prices_reinf_inn_median;prod_prices_reinf_inn_mean;prod_prices_reinf_inn_max;prod_prices_scrap_inn_min;prod_prices_scrap_inn_median;prod_prices_scrap_inn_mean;prod_prices_scrap_inn_max
2018-01-01;482.19;8619.71;3473.257;871.738;969.2;510.3;14771.6;8467.1;6419.4;4127.4;3443.8;2314.0;82.85;415.0;160.0;25.757;7.123;110.9;262.4;814.143;208.743;358.34299999999996;;;;;;;;;;;;;;;;;;;;0.0173;;0.014450000000000001;8.85815;0.1129;0.06575;15.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;211.5;217.6;116.6;131.3;178.1;192.5;239.8;181.2;193.9;188.9;27.0000;5.0000;;399.34000000000003;845.7860000000001;543.0;543.0;543.0;543.0;30800.0;33790.0;34029.6;38116.0;251.0;12950.0;7898.71;15400.0
2018-01-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;559.0;536.5;525.0;367.0;342.5;320.0;;;0.0174;;0.014450000000000001;8.864650000000001;0.11305;0.06559999999999999;15.23;285.95500000000004;26780822.0;67.91;471523.0;1042.595;0.0;1357.31;0.0;44.019999999999996;0.0;107.805;0.0;104.305;181710995456.0;20320.36;805657.0;;;706.0;6852.0;;;559.0;0.0;367.0;0.0;660.0;10.0;2270.75;974.0;96.65;56.0;96.9;110.0;96.15;25.0;77.75;0.0;1299.25;54.0;73.9;105.0;;;;;;;;;;;;;3348.3300;;;;;;;;;;;;;;
2018-01-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;561.0;534.0;525.0;367.0;342.5;320.0;57.3688;;0.0174;69.00874999999999;0.014499999999999999;8.82935;0.11335;0.06575;15.2;293.01;29230452.0;66.27;526202.0;1068.19;0.0;1382.175;0.0;44.295;0.0;108.755;0.0;104.865;133729001472.0;20408.855;743714.0;;;694.0;9834.0;;;561.0;0.0;367.0;0.0;662.0;50.0;2238.0;322.0;97.5;71.0;96.6;55.0;96.2;15.0;79.0;0.0;1297.25;1324.0;73.43;0.0;;;;;;;;;;;;;3369.1100;;;;;;;;;;;;;;
2018-01-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;561.0;534.0;525.0;367.0;342.5;320.0;57.042249999999996;;0.0175;68.78;0.0146;8.7803;0.11385;0.06595000000000001;15.175;294.995;22796488.0;63.775;517545.0;1076.865;0.0;1401.645;0.0;44.11;0.0;107.955;0.0;105.19;139945000960.0;20724.895;410533.0;;;695.0;3094.0;;;561.0;0.0;367.0;160.0;662.0;10.0;2239.5;1886.0;96.0;99.0;96.1;75.0;96.75;85.0;79.9;0.0;1301.75;206.0;74.61;10.0;;;;;;;;;;;;;3385.7100;;;;;;;;;;;;;;
2018-01-05;;;;;;;;;;;;;;;;;;;;;;;37050.0;36550.0;35550.0;34900.0;34900.0;;;;;;;561.0;534.0;525.0;369.5;345.0;320.0;57.0013;;0.017550000000000003;68.67269999999999;0.01455;8.7776;0.11375;0.06570000000000001;15.215;295.405;22521744.0;61.75;577276.0;1079.71;0.0;1398.835;0.0;44.4;0.0;108.46000000000001;0.0;105.245;170644996096.0;20830.46;1087703.0;;;714.0;9120.0;;;561.0;0.0;369.5;315.0;662.0;0.0;2236.0;612.0;96.25;88.0;96.4;86.0;97.0;50.0;80.25;0.0;1310.0;0.0;75.39;10.0;;;;;;;;;;;;;3391.7500;;;;;;;;;;;;;;
2018-01-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.783249999999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564.0;534.0;525.0;372.0;345.0;320.0;;;0.017550000000000003;;0.01455;8.777149999999999;0.11380000000000001;0.06565;15.239999999999998;299.125;24763196.0;59.89;652802.0;1093.775;0.0;1415.715;0.0;44.67;0.0;108.42;0.0;106.77;222613995520.0;21111.735;759666.0;;;720.5;988.0;;;564.0;0.0;372.0;50.0;662.5;8.0;2185.0;306.0;96.65;115.0;96.4;90.0;97.4;85.0;80.8;0.0;1310.0;0.0;76.99;10.0;;;;;;;;;;;;;3409.4800;;;;;;;;;;;;;;
2018-01-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;567.0;534.0;525.0;372.0;345.0;320.0;57.0073;;0.017550000000000003;68.23075;0.014700000000000001;8.7395;0.1143;0.0659;15.175;298.065;23352412.0;61.120000000000005;356020.0;1086.665;0.0;1409.43;0.0;44.775000000000006;0.0;109.22;0.0;106.97;142829993984.0;21027.035;910132.0;;;697.0;0.0;;;567.0;0.0;372.0;785.0;663.0;0.0;2189.75;414.0;96.1;79.0;96.1;12.0;97.25;10.0;81.1;0.0;1315.0;8.0;77.62;30.0;;;;;;;;;;;;;3413.9000;;;;;;;;;;;;;;
2018-01-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.0463;;;;;;573.5;559.0;530.0;377.0;352.0;330.0;56.93485;;0.017550000000000003;68.1129;0.014700000000000001;8.738199999999999;0.1144;0.06655;15.04;298.22;21074048.0;59.445;267581.0;1087.605;0.0;1402.705;0.0;44.72;0.0;109.11;0.0;107.775;249789005824.0;21054.845;900384.0;;;697.0;0.0;;;573.5;45.0;377.0;560.0;664.5;74.0;2190.0;186.0;95.65;95.0;95.65;25.0;97.25;17.0;81.1;0.0;1300.0;412.0;77.4;0.0;;;;;;;;;;;;;3421.8300;;;;;;;;;;;;;;
2018-01-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.8734;;;;;;573.5;549.0;530.0;373.0;348.0;325.0;56.74915;;0.0176;68.18125;0.01465;8.7263;0.11455;0.06665;15.0;305.0;20369574.0;61.075;600606.0;1113.7849999999999;0.0;1433.7;0.0;45.88;0.0;111.2;0.0;108.47;175642001408.0;21076.97;572098.0;;;697.0;0.0;;;573.5;0.0;373.0;303.0;666.0;0.0;2199.25;42.0;95.4;50.0;95.4;6.0;96.95;0.0;81.9;0.0;1300.0;0.0;77.72;0.0;;;;;;;;;;;;;3425.3400;;;;;;;;;;;;;;
2018-01-12;;;;;;;;;;;;;;;;;;;;;;;37250.0;36850.0;35850.0;35400.0;35400.0;56.9957;653.5580754337608;646.5400021405123;628.9948189073913;621.0994864524868;621.0994864524868;573.5;533.5;526.0;375.0;335.0;325.0;56.58455;;0.01765;68.42875000000001;0.0146;8.733;0.11449999999999999;0.0665;15.035;305.98;19589284.0;62.005;310853.0;1118.395;0.0;1438.49;0.0;46.35;0.0;112.10499999999999;0.0;108.86500000000001;140650004480.0;21053.585;708316.0;;;695.0;0.0;;;573.5;0.0;375.0;415.0;668.0;65.0;2145.25;204.0;95.7;85.0;95.65;47.0;97.25;36.0;81.4;0.0;1300.0;0.0;77.37;0.0;;;;;;;;;;;;;3428.9400;;;;;;;;;;;;;;
2018-01-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.6019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.777550000000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564.0;527.0;525.0;371.0;338.0;325.0;56.4624;;0.0177;69.10185;0.014499999999999999;8.783000000000001;0.11385;0.06684999999999999;14.965;;;;;;;;;;;;;107.84;144012001280.0;21185.690000000002;889777.0;;;695.0;0.0;;;564.0;75.0;371.0;380.0;;;2182.0;504.0;95.5;97.0;;;;;;;1352.0;1286.0;;;;;;;;;;;;;;;3410.4900;;;;;;;;;;;;;;
2018-01-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.3569;;;;;;564.0;533.0;520.0;371.0;338.0;321.0;56.43125;;0.017750000000000002;69.1293;0.014450000000000001;8.7614;0.11415;0.06755;14.835;304.48;22693812.0;58.335;570719.0;1111.615;0.0;1441.01;0.0;45.69;0.0;110.705;0.0;106.96000000000001;69017001984.0;20968.255;783152.0;;;695.0;0.0;;;564.0;92.0;371.0;405.0;672.0;141.0;2006.0;0.0;95.35;112.0;95.35;1.0;97.25;25.0;81.6;0.0;1323.5;0.0;76.51;0.0;;;;;;;;;;;;;3436.5900;;;;;;;;;;;;;;
2018-01-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.3878;;;;;;564.0;533.0;520.0;371.0;342.0;321.0;56.736000000000004;;0.01765;69.31035;0.0144;8.80745;0.11355;0.0673;14.855;303.33;17492264.0;59.89;426702.0;1109.29;0.0;1436.56;0.0;45.335;0.0;109.89;0.0;107.13499999999999;106443997184.0;20320.989999999998;1457677.0;;;695.0;0.0;;;564.0;0.0;371.0;15.0;675.0;0.0;1972.0;8.0;95.2;16.0;95.15;1.0;97.4;0.0;81.9;0.0;1323.5;0.0;76.27;0.0;;;;;;;;;;;;;3444.6700;;;;;;;;;;;;;;
2018-01-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.5925;;;;;;564.0;533.0;519.0;370.0;345.0;320.0;56.6229;;0.01765;69.2045;0.014450000000000001;8.81015;0.1134;0.0669;14.95;302.89;15920052.0;61.25;413002.0;1108.98;0.0;1429.3200000000002;0.0;45.254999999999995;0.0;109.57499999999999;0.0;107.065;78310998016.0;20315.305;1094607.0;;;695.0;0.0;;;564.0;0.0;370.0;63.0;675.0;0.0;1989.5;22.0;95.0;80.0;95.0;25.0;97.45;0.0;81.9;0.0;1323.5;0.0;76.18;0.0;;;;;;;;;;;;;3474.7500;;;;;;;;;;;;;;
2018-01-19;;;;;;;;;;;;;;;;;;;;;;;37250.0;36850.0;35850.0;35400.0;35400.0;56.7597;656.275491237621;649.2282376404386;631.6101036474822;623.681943350652;623.681943350652;564.0;538.0;519.0;370.0;350.0;314.0;56.62635;;0.01765;69.33664999999999;0.014450000000000001;8.83175;0.1133;0.067;14.95;301.8;20265348.0;60.61;180419.0;1102.7849999999999;0.0;1421.2150000000001;0.0;45.14;0.0;108.935;0.0;106.8;73086001152.0;19784.35;1063951.0;;;682.4;0.0;;;564.0;0.0;370.0;3.0;675.0;65.0;1997.5;0.0;95.2;28.0;95.25;0.0;97.55;20.0;82.55;0.0;1323.5;0.0;76.68;0.0;;;;;;;;;;;;;3487.8600;;;;;;;;;;;;;;
2018-01-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.5892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.85655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564.0;538.0;519.0;368.0;347.0;314.0;56.5837;;0.01765;69.247;0.014450000000000001;8.8378;0.11315;0.0673;14.850000000000001;302.68;21516822.0;63.2;491946.0;1103.575;0.0;1428.51;0.0;45.495;0.0;109.4;0.0;106.61000000000001;87148003328.0;19944.9;1533407.0;;;689.2;0.0;;;564.0;0.0;368.0;93.0;679.0;10.0;1997.5;0.0;95.25;18.0;95.35;0.0;97.55;0.0;82.6;0.0;1323.5;0.0;76.6;0.0;;;;;;;;;;;;;3501.3600;;;;;;;;;;;;;;
2018-01-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.6261;;;;;;564.0;534.0;515.0;367.0;344.0;314.0;56.464;;0.017750000000000002;69.2003;0.014450000000000001;8.8169;0.11345;0.06709999999999999;14.915;303.295;32861120.0;62.845;327989.0;1106.415;0.0;1431.6599999999999;0.0;45.165;0.0;109.52000000000001;0.0;106.39500000000001;53492998144.0;19316.605;1357862.0;;;689.2;0.0;;;564.0;0.0;367.0;15.0;677.0;4.0;2019.75;4.0;95.25;8.0;95.25;0.0;97.6;0.0;82.75;0.0;1323.5;0.0;75.96;0.0;;;;;;;;;;;;;3546.5000;;;;;;;;;;;;;;
2018-01-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.4115;;;;;;564.0;542.0;515.0;367.0;346.0;314.0;56.32;;0.017750000000000002;69.5719;0.0144;8.82375;0.11335;0.06665;14.995000000000001;306.395;20354284.0;61.685;170104.0;1119.135;0.0;1447.785;0.0;45.46;0.0;109.78;0.0;106.145;85192998912.0;18402.61;1143631.0;;;693.2;0.0;;;564.0;0.0;367.0;0.0;679.0;5.0;2019.5;0.0;95.15;2.0;95.2;0.0;97.55;0.0;82.75;0.0;1323.5;0.0;76.21;0.0;;;;;;;;;;;;;3559.4700;;;;;;;;;;;;;;
2018-01-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.3888;;;;;;565.0;545.0;515.0;364.0;338.0;313.0;55.887649999999994;;0.0179;69.50025;0.0144;8.8437;0.1132;0.0668;14.945;304.98;23271532.0;60.545;252811.0;1112.935;0.0;1451.0549999999998;0.0;45.3;0.0;109.58;0.0;106.94999999999999;107616002048.0;18556.205;2172232.0;;;727.8;4.0;;;565.0;18.0;364.0;6.0;679.0;0.0;2065.0;6.0;95.2;10.0;95.25;10.0;97.7;0.0;83.0;0.0;1307.5;4.0;76.21;0.0;;;;;;;;;;;;;3548.3100;;;;;;;;;;;;;;
2018-01-26;;;;;;;;;;;;;;;;;;;;;;;36400.0;35200.0;34300.0;33750.0;33750.0;55.9288;650.8274806539744;629.3716296434037;613.2797413854757;603.4458096722976;603.4458096722976;564.0;537.0;513.0;364.0;345.0;313.0;56.00415;;0.017849999999999998;69.65625;0.0144;8.86345;0.11285;0.06695;14.94;305.775;16704284.0;61.07;174069.0;1112.7;0.0;1456.245;0.0;45.575;0.0;110.18;0.0;106.675;79417999360.0;18532.815;1312225.0;;;727.8;0.0;;;564.0;45.0;364.0;0.0;679.0;0.0;2085.0;0.0;95.3;11.0;95.25;5.0;97.3;0.0;82.95;0.0;1307.5;0.0;76.21;0.0;;;;;;;;;;;;;3558.1300;;;;;;;;;;;;;;
2018-01-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;55.8288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.90145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-01-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;564.0;537.0;513.0;365.0;345.0;313.0;56.3441;;0.017750000000000002;69.76875000000001;0.01435;8.8992;0.11245;0.067;14.92;309.105;18311456.0;59.2;268320.0;1122.26;0.0;1474.5;0.0;45.855000000000004;0.0;109.42500000000001;0.0;106.85499999999999;59361001472.0;18396.92;1918984.0;;;749.6;8.0;;;564.0;270.0;365.0;0.0;679.0;0.0;2085.0;0.0;92.5;95.0;91.25;22.0;97.85;15.0;86.4;0.0;1394.0;0.0;76.1;0.0;;;;;;;;;;;;;3523.0000;;;;;;;;;;;;;;
2018-01-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.2908;;;;;;564.0;540.0;513.0;365.0;342.0;313.0;56.1623;;0.0178;69.71164999999999;0.01435;8.875499999999999;0.11265;0.0673;14.86;302.02;27233376.0;56.05;415496.0;1095.3400000000001;0.0;1440.645;0.0;45.065;0.0;107.91499999999999;0.0;106.675;60730998784.0;18269.235;1441781.0;;;752.4;0.0;;;564.0;0.0;365.0;0.0;679.0;0.0;2119.5;2.0;90.85;42.0;90.9;15.0;97.2;30.0;85.75;0.0;1511.0;4.0;75.99;0.0;;;;;;;;;;;;;3488.0100;;;;;;;;;;;;;;
2018-01-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.2914;;;;;;564.8;540.0;513.0;364.11;342.0;312.0;56.236000000000004;;0.017750000000000002;69.98675;0.01425;8.932549999999999;0.11205000000000001;0.06684999999999999;14.96;296.205;30314572.0;56.245000000000005;249928.0;1070.065;0.0;1402.9099999999999;0.0;44.515;0.0;106.61000000000001;0.0;106.155;100901003264.0;18092.885000000002;1223881.0;;;772.6;10.0;;;564.8;0.0;364.11;0.0;732.0;16.0;2079.5;2.0;90.15;32.0;89.6;80.0;95.85;20.0;86.0;10.0;1502.0;4.0;75.86;0.0;;;;;;;;;;;;;3480.8300;;;;;;;;;;;;;;
2018-02-01;437.05;7985.207;3126.752;1087.777;865.1;466.0;13340.4;7806.3;5523.5;3637.5;3044.7;2051.8;70.72;390.0;130.0;33.191;12.644;99.67;211.1;640.748;235.351;547.588;;;;;;56.184;;;;;;540.0;525.0;514.0;349.0;332.0;312.0;56.168;;0.0178;69.94765000000001;0.0143;8.91405;0.11215;0.06675;14.969999999999999;292.725;26311950.0;57.41;331278.0;1055.57;0.0;1385.05;0.0;44.66;0.0;107.13;0.0;106.62;72061001728.0;18049.27;1336248.0;;;783.6;8.0;;;540.0;30.0;349.0;3420.0;725.0;34.0;2079.5;0.0;88.375;91.0;87.85;15.0;94.9;30.0;85.5;0.0;1400.0;4.0;71.99;0.0;221.2;222.1;117.8;132.7;187.2;195.9;244.4;183.3;198.2;192.9;27.2000;5.2000;3446.9800;366.33;1054.527;525.0;570.0;561.0;570.0;30800.0;33615.5;33325.5;34480.0;252.0;13275.0;8260.13;16275.0
2018-02-02;;;;;;;;;;;;;;;;;;;;;;;36550.0;34650.0;33200.0;32700.0;32700.0;56.2613;649.6472708593651;615.8762772989604;590.1036769502305;581.2165733817029;581.2165733817029;540.0;531.0;514.0;347.0;338.0;311.0;56.23225;;0.0178;70.1985;0.01425;8.927900000000001;0.11195;0.06675;15.004999999999999;285.105;23734100.0;56.33;474268.0;1027.535;0.0;1341.175;0.0;43.82;0.0;104.32;0.0;106.58500000000001;85034000384.0;18326.754999999997;1621718.0;;;772.8;0.0;;;540.0;0.0;347.0;1490.0;720.0;28.0;2079.5;0.0;88.4;30.0;88.45;85.0;95.1;50.0;85.5;0.0;1400.0;0.0;72.94;0.0;;;;;;;;;;;;;3462.0800;;;;;;;;;;;;;;
2018-02-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.0408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-02-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.96945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-02-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560.0;542.0;514.0;352.5;350.0;312.0;56.861000000000004;;0.017599999999999998;70.6918;0.01415;9.03205;0.11069999999999999;0.0665;15.06;279.47;25839016.0;54.92;457208.0;1008.3499999999999;0.0;1324.295;0.0;42.94;0.0;101.995;0.0;105.59;112285999104.0;18123.855;1607847.0;;;765.0;0.0;;;560.0;30.0;352.5;580.0;727.5;9.0;2079.5;0.0;87.25;60.0;87.1;5.0;94.2;0.0;86.0;0.0;1400.0;0.0;74.34;0.0;;;;;;;;;;;;;3487.5000;;;;;;;;;;;;;;
2018-02-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.6278;;;;;;560.0;542.0;514.0;350.0;348.0;312.0;57.14660000000001;;0.01745;70.68414999999999;0.014100000000000001;9.098199999999999;0.10995;0.06615;15.14;274.095;26137856.0;54.04;516337.0;991.215;0.0;1300.6100000000001;0.0;42.644999999999996;0.0;100.49000000000001;0.0;102.395;198265995264.0;17445.625;1278017.0;50.25;0.0;764.4;0.0;;;560.0;0.0;350.0;445.0;729.0;92.0;2079.5;0.0;86.55;82.0;85.65;35.0;92.5;15.0;86.0;0.0;1400.0;0.0;74.43;0.0;;;;;;;;;;;;;3370.6500;;;;;;;;;;;;;;
2018-02-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.2196;;;;;;563.0;548.0;514.0;351.0;348.0;312.0;57.195;;0.0174;70.46955;0.01415;9.1216;0.10935;0.066;15.145;281.625;22288280.0;53.705;295920.0;1017.035;0.0;1338.67;0.0;43.239999999999995;0.0;101.475;0.0;102.775;136094998528.0;17783.16;1084188.0;50.0;10.0;760.6;0.0;;;563.0;24.0;351.0;438.0;730.0;65.0;2079.5;0.0;85.7;90.0;85.85;25.0;92.25;15.0;85.5;0.0;1400.0;0.0;74.55;1.0;;;;;;;;;;;;;3309.2600;;;;;;;;;;;;;;
2018-02-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.9533;;;;;;563.0;551.0;515.0;355.0;346.0;315.0;57.9749;;0.01725;71.08965;0.014100000000000001;9.15795;0.10915;0.06575;15.21;275.15;24827390.0;50.845;423656.0;992.88;0.0;1309.495;0.0;42.379999999999995;0.0;98.75;0.0;102.445;99833004032.0;17920.96;3730055.0;49.55;0.0;721.6;6260.0;;;563.0;15.0;355.0;155.0;739.0;4.0;2079.5;0.0;83.65;115.0;83.85;35.0;91.0;5.0;85.0;0.0;1400.0;0.0;75.69;0.0;;;;;;;;;;;;;3262.0500;;;;;;;;;;;;;;
2018-02-09;;;;;;;;;;;;;;;;;;;;;;;36850.0;35250.0;33650.0;33250.0;33250.0;57.6736;638.9405204460967;611.1981912001331;583.4558619541697;576.5202796426788;576.5202796426788;571.0;552.0;525.0;360.0;356.0;334.0;58.34005;;0.01715;71.4302;0.013999999999999999;9.2676;0.108;0.06565;15.25;270.445;25127320.0;49.57;409365.0;975.095;0.0;1287.3899999999999;0.0;41.685;0.0;98.10499999999999;0.0;101.22;96679002112.0;17518.32;954625.0;49.7;0.0;723.1;5608.0;;;571.0;93.0;360.0;195.0;728.5;32.0;2079.5;0.0;82.25;10.0;82.4;40.0;91.0;5.0;84.75;0.0;1400.0;0.0;74.89;0.0;;;;;;;;;;;;;3129.8500;;;;;;;;;;;;;;
2018-02-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;58.1718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018-02-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.282250000000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
